Text,Label
کاپیتان استقلال در قطر لایسنس می‌گیرد,ورزش
توییت مرموز برای کریم بنزما در عربستان,ورزش
میلان به دنبال جذب ستاره جنجالی سابق اینتر,ورزش
این ستاره آرسنال در حد بلینگام و فودن است!,ورزش
باختن کافیست، این غول را بکشید و‌ طلسم را بشکنید,ورزش
رونالدو آمده است تا پرتغال را به فینال برساند,ورزش
قلعه‌نویی و شجاع خلیل‌زاده مقابل خبرنگاران,ورزش
پیشرفت تیم ملی در یک فاکتور مهم: خوب اما کافی نه!,ورزش
کنعانی‌زادگان فردا بازی نمی‌کند,ورزش
عبدالرزاق حمدالله، مهاجم مراکشی با جدایی از الاتحاد عربستان، راهی پرسپولیس می‌شود؟,ورزش
عذرخواهی عجیب درویش بعد از توهین به گیلانی‌ها!,ورزش
خنده‌های کریم باقری در برنامه فردوسی‌پور هوش از سر پرسپولیسی‌ها برد,ورزش
ماجرای آمبولانس سواری علی پروین به جاهای باریک کشید,ورزش
مدیر شبکه من و تو برای تاسیس شبکه جدید به خواهش و تمنا افتاد!,ورزش
برنامه بازی‌‌‌‌‌‌‌‌‌‌های فوتبال امروز چهارشنبه ۱۶ خرداد ۱۴۰۳,ورزش
نتایج بازی‌های فوتبال سه‌شنبه ۱۵ خرداد ۱۴۰۳,ورزش
چراغ سبز مربی برزیلی به سرخ‌پوشان؛ اوسمار در یک قدمی تمدید قرارداد با پرسپولیس,ورزش
حکم کمیته اخلاق پس از صحبت‌های جنجالی درویش / مدیرعامل پرسپولیس ۲۰ روز محروم شد,ورزش
رونالدو: از شکستن رکورد لیگ عربستان احساس غرور می‌کنم / حفظ سطحی که دارم، مهم‌ترین چیز است,ورزش
واکنش اورژانس تهران به استفاده پیشکسوتان پرسپولیس از آمبولانس برای خروج از ورزشگاه,ورزش
واکنش نکونام به اظهارات جنجالی مدیرعامل پرسپولیس: لهجه قابل عمل نیست اما ادب اکتسابی است که بعضی‌ها بی‌بهره‌اند,ورزش
آخرین وضعیت خارجی‌های پرسپولیس؛ گولسیانی در راه تاریخ‌سازی و اورونوف در تور دلارهای نفتی,ورزش
۸ دلیل برای اثبات برتری مرد برزیلی؛ سهم اوسمار در قهرمانی پرسپولیس بیشتر از یحیی است!,ورزش
ژاپن باز هم گوش ایران را کشید؛ دریغ از یک ست مقابل سامورایی‌ها,ورزش
ادعای سمیعی رد شد؛ سپاهان و تراکتور در شبکه اجتماعی ایکس به استقلال تبریک نگفتند,ورزش
دستمزد و پاداش ویژه رئال به ام‌باپه,ورزش
پرسپولیس رسماً با ۲ بازیکن به توافق رسید,ورزش
شب افشاگری و درگیری مدیران استقلال و پرسپولیس در حضور میثاقی!/ بد به حال قهرمان و نایب قهرمان لیگ که این‌گونه به استقبال فصل جدید می‌روند,ورزش
یوونتوس با آلگری به توافق رسید,ورزش
یامگا تکلیف فصل بعد را مشخص کرد,ورزش
مدیران استقلال و پرسپولیس احضار شدند,ورزش
ماروتا رسماً رئیس باشگاه اینتر شد,ورزش
احضار داور دیدار پرسپولیس و مس‌رفسنجان به کمیته انضباطی,ورزش
تاریخ و ساعت بازی دوستانه ایتالیا و ترکیه,ورزش
تاریخ و ساعت بازی دوستانه اتریش و صربستان,ورزش
تاریخ و ساعت بازی دوستانه پرتغال و فنلاند,ورزش
برنامه بازی‌‌‌‌‌‌‌‌‌‌های فوتبال امروز سه‌شنبه ۱۵ خرداد ۱۴۰۳,ورزش
نتایج بازی‌های فوتبال دوشنبه ۱۴ خرداد ۱۴۰۳,ورزش
سرپرست باشگاه استقلال: تراکتور و سپاهان قهرمانی را به ما تبریک گفتند!,ورزش
درویش: اوسمار خبر قطعی را تا آخر هفته می‌دهد,ورزش
سرنوشت مبهم نیمکت پرسپولیس؛ ضرب‌الاجل باشگاه به اوسمار,ورزش
رونمایی رسمی رئال مادرید از ستاره فرانسوی؛ کیلیان ام‌باپه اینجاست,ورزش
پشت پرده چند اتفاق در استقلال؛ با نکونام خداحافظی کنید,ورزش
واکنش دور از انتظار نبیل باهویی به قهرمانی پرسپولیس,ورزش
اعتراف ستاره گرجستانی به آفساید بودن گل قهرمانی؛ برخورد لک با من قطعا پنالتی بود,ورزش
مورینیو پس از امضای قرارداد با فنرباغچه ترکیه؛ «پیراهن این تیم دیگر پوستِ من است»,ورزش
امیر حاج رضایی: وجدان ندارید؟ چطور این کار را با من می‌کنید؟,ورزش
محمد نوری: قهرمانی پرسپولیس با گل نامردی پشیزی نمی‌ارزد/ به خاطر یک تیم کل ایران را معطل VAR کرده‌اند/ شما روح فوتبال را کشتید,ورزش
گزارشی از وضعیت بازیکنان استقلال برای فصل آینده/ چه نفراتی در لیست مازاد نکونام قرار گرفتند؟,ورزش
بیرانوند لو داد؛ کدام ستاره‌های پرسپولیس پیشنهاد میلیون دلاری دارند؟,ورزش
پشت پرده چند اتفاق در استقلال؛ با نکونام خداحافظی کنید!,ورزش
جریمه سنگین برای جواد نکونام/ گران‌ترین حکم انضباطی تاریخ علیه سرمربی استقلال,ورزش
تاریخ و ساعت بازی دوستانه کرواسی و مقدونیه شمالی,ورزش
تاریخ و ساعت بازی دوستانه آلمان و اوکراین,ورزش
تاریخ و ساعت بازی دوستانه انگلیس و بوسنی و هرزگووین,ورزش
نکونام ۵ میلیارد تومان جریمه شد,ورزش
برنامه بازی‌‌‌‌‌‌‌‌‌‌های فوتبال امروز دوشنبه ۱۴ خرداد ۱۴۰۳,ورزش
نتایج بازی‌های فوتبال یک‌شنبه ۱۳ خرداد ۱۴۰۳,ورزش
امباپه به رئال مادرید پیوست,ورزش
نام‌های جدید در پرونده فساد در فوتبال ایران؛ ۴ نفر به کمیته اخلاق فدراسیون احضار شدند,ورزش
سقف بودجه برای فصل جدید: ۳۲۰ میلیارد / فدراسیون فوتبال: بر اساس عملکرد تیم‌ها مبلغ اضافه می‌شود,ورزش
پرسپولیس به ستاره دوم نزدیک شد,ورزش
غیبت ستاره پرسپولیس در اردوی تیم ملی به دلیل مسمومیت غذایی,ورزش
واکنش باشگاه استقلال به اتفاقات لیگ برتر: توقع زیادی نیست اگر خطایی و اشتباهی رخ داده خاطیان معرفی و با آنان برخورد شود / تمام هزینه‌های حضور کارشناسان خارجی را هم تقبل می‌کنیم,ورزش
ابهام درباره تیم‌های سقوط کرده به لیگ یک / پیکان در لیگ برتر می‌ماند؟,ورزش
طارمی ماه آینده در تمرینات اینتر حاضر می‌شود,ورزش
قلعه‌نویی: حسینی مشکل خاصی ندارد/ عالیشاه به ۲ دلیل دعوت نشد,ورزش
پیام کنایه‌آمیز رامین رضاییان پس از خط خوردن از تیم ملی,ورزش
آقای گل: استقلال اشتباهات به سودش را به یاد بیاورد,ورزش
سرباز پرسپولیس و پست بودار اینستاگرامی,ورزش
آرزوی بزرگ آردا بعد از تاریخ‌سازی در رئال,ورزش
هفت‌گانه: رئال و گنجی که هنوز کشف نشده!,ورزش
بیانیه مهم استقلال: تیمی در شأن هواداران می‌سازیم,ورزش
عکس| مدال هایی که هیچ وقت بر گردن آبی ها نرفت,ورزش
شوخی خوبی نبود امیر خان!/ سعید مهری و عارف غلامی؟/ متر و معیاری که پیدا نشد,ورزش
منفی‌ترین نکته پرسپولیس که پشت قهرمانی مخفی شد,ورزش
اوسمار: هواداران پرسپولیس قدرت ما بودند؛ هیچ چیز با شما غیر ممکن نیست,ورزش
حسینی بعد از تیم ملی، استقلال را هم از دست می‌دهد؟,ورزش
معرفی تیم‌های راه یافته غرب آسیا به لیگ نخبگان,ورزش
مورینیو – فنرباغچه؛ رسمی شد + عکس,ورزش
حسن روشن: فدراسیون و سازمان لیگ دنبال قهرمانی پرسپولیس بودند,ورزش
عکس/ تکرار حرکت جنجالی بیرانوند در جشن قهرمانی پرسپولیس,ورزش
مهلت ۴۸ ساعته کمیته انضباطی به ساکت الهامی,ورزش
کمیته انضباطی از ۴ استقلالی دفاعیه خواست,ورزش
شهر زندگان، شبانه قرمزها,ورزش
عکس/ به‌جا مانده از دیدار دیشب پرسپولیس,ورزش
باشگاه پرسپولیس: با هیچ مربی غیر از اوسمار مذاکره نکردیم,ورزش
دستمزد پُرافتخارترین مربی تاریخ اروپا نصف گواردیولا!,ورزش
ژوزه مورایس: سپاهان کوچک است و با استقلال و پرسپولیس قابل قیاس نیست/ شاید من به اندازه کافی خوب نیستم که تیم را به لول قهرمانی ببرم,ورزش
اسامی بازیکنان تیم ملی فوتبال ایران اعلام شد,ورزش
تفتیان: شاید پاریس آخرین المپیکم باشد,ورزش
نتیجه بازی استقلال و پیکان(۱۲ خرداد ۱۴۰۳),ورزش
عکس‌| یک بارسایی از قهرمانی رئال خوشحال شد!,ورزش
رئیس هیات فوتبال آذربایجان شرقی: واگذاری تراکتور را در فضای مجازی دیدم,ورزش
اوسمار از مدیران پرسپولیس زمان خواست/ ترک ایران بدون تمدید؟,ورزش
بی‌اطلاعی رئیس هیئت فوتبال آذربایجان شرقی از واگذاری تراکتور,ورزش
باشگاه تراکتور به هیأت فوتبال آذربایجان شرقی واگذار شد,ورزش
تاریخ و ساعت بازی ونتزیا و کرمونزه در فینال پلی‌اف سری بی ایتالیا,ورزش
تاریخ و ساعت بازی آتالانتا و فیورنتینا در لیگ سری آ ایتالیا، هفته بیست و نهم,ورزش
جای یک نفر در جشن قهرمانی سرخ‌ها بدجوری خالی بود,ورزش
تاریخ و ساعت بازی شباب الاهلی و حتا در لیگ برتر امارات، هفته بیست و ششم,ورزش
آرزوی جالب علی دایی بعد از قهرمانی سرخ‌ها,ورزش
تاریخ و ساعت بازی کاشیوا ریسول و آویسپا فوکوکا در جی‌لیگ ژاپن، هفته هفدهم,ورزش
گلر ذخیره پرسپولیس: از بیرانوند یاد می‌گیرم,ورزش
اشکان دژاگه رسما وارد عرصه مربیگری شد,ورزش
پورعلی و جامی که شست و برد!,ورزش
درویش: شرمنده هنرمندان و پیشکسوتان شدیم,ورزش
شایعه در انزلی: خداحافظی تارتار با سن سیروس,ورزش
ربیعی: انسانیت و اخلاق مهم تر از نتایج ورزشی است,ورزش
به سبک لالیگا: شمس‌آذر به سرخابی‌ها تبریک گفت,ورزش
عکس‌| اقدام زیبای نکونام پس از دیدار با پیکان,ورزش
رامین رضاییان: روز خوب و شب تلخ! (عکس),ورزش
بارسایی‌های سابق به داد اینترمیامی رسیدند (عکس),ورزش
نعمتی: بهشان جواب ندادیم و موفق شدیم,ورزش
تماس رونالدو با کاپیتان رئال: به النصر بیا!,ورزش
اعتماد دوباره قلعه‌نویی به لژیونر استقلالی قهرمان,ورزش
لحظه‌ای که زمان برای استقلال متوقف شد,ورزش
تبریک ویژه: دیوید بکام، بلینگام شد! (عکس),ورزش
اعلام ستاره رئال: می‌خواهم همین‌جا بازنشسته شوم,ورزش
تبریک به پرسپوليس به سبک سیامک نعمتی,ورزش
تیشرت جالب اوسمار برای جشن قهرمانی جلب‌توجه کرد,ورزش
واکنش رضا جاودانی به فحاشی مهرداد محمدی در مصاحبه اخیرش: او باید پاسخگو باشد / به باشگاه استقلال اخطار داده می‌شود,ورزش
برنامه بازی‌‌‌‌‌‌‌‌‌‌های فوتبال امروز یک‌شنبه ۱۳ خرداد ۱۴۰۳,ورزش
نتایج بازی‌های فوتبال شنبه ۱۲ خرداد ۱۴۰۳,ورزش
آنچلوتی: قهرمانی در اروپا هرگز برای‌ ما تکراری نمی‌شود,ورزش
مورینیو سرمربی فنرباغچه شد,ورزش
قلعه‌نویی لیست جديد تیم ملی را اعلام کرد,ورزش
توافق پرسپولیس برای تمدید با اوسمار,ورزش
حسینی، کاپیتان استقلال: «جام آفسایدها» مبارک پرسپولیس,ورزش
کنایه علیرضا بیرانوند به جواد نکونام پس از قهرمانی پرسپولیس: جامی که ما گرفتیم باشرف بود,ورزش
تساوی ملوان و آلومینیوم در گام آخر,ورزش
شکست نساجی در هفته پایانی؛ فولاد در لیگ برتر ماند,ورزش
استقلال خوزستان با برتری مقابل هوادار در لیگ برتر ماندنی شد,ورزش
صنعت نفت آبادان ۰- تراکتور۳؛ تشریفاتی، اما پرگل,ورزش
مغانلو دوباره آقای گل شد؛ دستکش طلایی لیگ به حسینی و پورحمیدی رسید,ورزش
موتور سپاهان برای لیگ دیر روشن شد؛ برتری طلایی‌پوشان مقابل شمس‌آذر با درخشش رضاییان,ورزش
علی پروین: تا کنون آن‌قدر زجر نکشیده بودم / اشک در چشم‌هایم جمع شد,ورزش
برد تلخ استقلال در دستگردی/ دست نکونام به جام ۲۳ نرسید,ورزش
جدول پایانی لیگ برتر؛ پرسپولیس قهرمان شد و پیکان سقوط کرد,ورزش
پرسپولیس برای نهمین بار قهرمان لیگ برتر شد؛ جشن قهرمانی در آزادی,ورزش
تصاویر: حضور هنرمندان پرسپولیسی در ورزشگاه آزادی,ورزش
درویش: بعد از بازی درباره اوسمار تصمیم می‌گیریم / تمدید قرارداد‌ها را از فردا شروع می‌کنیم,ورزش
ترکیب استقلال مقابل پیکان / لیست نکونام برای روز سرنوشت,ورزش
ترکیب پرسپولیس مقابل مس رفسنجان اعلام شد / انتخاب‌های اصلی اوسمار برای بازی قهرمانی,ورزش
وینیسیوس به‌دنبال شکستن رکورد تاریخی مسی,ورزش
ونسان کمپانی هم‌تیمی سابقش را به بایرن می‌برد,ورزش
این گزارشگر برای استقلال خوش یمن می‌شود؟,ورزش
گزارشگر بازی پرسپولیس مشخص شد,ورزش
خداحافظی دروازه‌بان سابق پرسپولیس و تیم ملی از فوتبال,ورزش
پرسپولیس - مس رفسنجان؛ استخراج طلا از معدن مس/ شانس سرخ‌ها برای شکستن رکوردها مقابل اسطوره سپاهان,ورزش
نامه مهم استقلال به کمیته صیانت؛ یک تیم لیگ برتری مشکوک است!,ورزش
وحید قلیچ: خوشحالم لیگ کثیف امروز تمام می‌شود/ می‌روم دم خانه علی پروین بست می‌نشینم!,ورزش
پیام ویژه ناصر الخلیفی برای رئال و بارسلونا,ورزش
اسبقیان: واگذاری سرخابی‌ها هیچ مشکلی ندارد,ورزش
شارژ مالی حریف پرسپولیس برای سلب قهرمانی,ورزش
کلاه بزرگی که بر سر 270 رئالی رفت!,ورزش
پوستر متفاوت استقلال: عملیات رسیدن به دستگردی!,ورزش
پرافتخارترین رئالی تاریخ که اسمش را هم نشنیده‌اید,ورزش
پیکان با پوستر اتحاد به مصاف استقلال می‌رود,ورزش
تنها یک شانس برای المپیکی شدن بوکس ایران,ورزش
معاون وزیر ورزش: تصمیم‌گیری برای حضور بانوان در ورزشگاه بر عهده مسئولان استانی است,ورزش
ترافیک شدید در ورودی های منتهی به ورزشگاه/ درهای آزادی باز شد,ورزش
برانکو: عاشق هواداران پرسپولیس هستم/ ارتش سرخ بهترین طرفداران دنیا را دارد,ورزش
عکس‌| جورجینا تماشاگر اشک‌های تلخ رونالدو,ورزش
عکس‌| رونمایی بهداد سلیمی از چهره جدیدش/قهرمان المپیک مو کاشت!,ورزش
قیمت نجومی بلیط آخرین بازی پرسپولیس!,ورزش
هایده خانم که بود و در روز چهارشنبه چه کرد؟,ورزش
برنامه کوتاه و بلندمدت استون ویلا برای ستاره‌های یووه!,ورزش
پیشنهاد جذاب برای سردار؛ ستاره ایرانی دوباره شاگرد مورینیو می‌شود؟,ورزش
اعلام آمادگی گولسیانی: می‌خواهم بازی کنم,ورزش
ستاره دورتموند به سری آ می‌رود,ورزش
با آن قهرمانی سرنوشت رئال عوض شد,ورزش
آماده‌باش آبی‌ها به جواد آقایی‌پور: تمامش کن,ورزش
سرباز ملوان به دنبال اتفاق ویژه در روز پایانی,ورزش
فلیک، توماس مولر خودش را در بارسا پیدا کرد,ورزش
رونمایی از جام استقلال و جام پرسپولیس! (عکس),ورزش
شباهت جالب خداحافظی تونی کروس و ژاوی,ورزش
شاید برزیل و ژاپن را ببریم و به بلغارستان و ترکیه ببازیم!,ورزش
شباهت جالب خداحافظی تونی کروس و ژاوی,ورزش
وضعیت اطراف استادیوم آزادی ساعاتی قبل از بازی,ورزش
تصویر کریس رونالدو پرتغال را نگران کرد,ورزش
به دورتموند حق می‌دهم امشب از ترس بلرزد!,ورزش
ترکیب احتمالی استقلال مقابل پیکان؛ اندیشه‌های نکونام برای قهرمانی دراماتیک,ورزش
برگزاری جشن قهرمان لیگ برتر بدون نورافشانی,ورزش
حساس‌تر از پرسپولیس و استقلال؛امشب رئال مقابل دورتموند!,ورزش
عنایتی، متخصص نا امید کردن امیدها!,ورزش
امید استقلالی‌ها به محرم؛ پرسپولیس را هم متوقف کن!,ورزش
علی پروین پیراهن پرسپولیس را ۱۰ میلیون با من حساب کرد/ من کجا، باتیستوتا کجا؟,ورزش
شب حسرت و جام؛این است الهه فوتبال,ورزش
نبرد غول‌های اروپا در ومبلی؛ کهکشانی‌ها و زنبورها در پی فتح لیگ قهرمانان,ورزش
اعتراف یک پرسپولیسی؛امسال دست نکونام واقعا خالی بود,ورزش
با این فساد دِبش فوتبالی چه می کنید؟ / حالا چند روزی است این زخم سیاه سر باز کرده,ورزش
تیم از این بهتر برای قهرمانی؟,ورزش
گواردیولا،متخصص سقوط در ایران!,ورزش
صمد مرفاوی: کاش قدر صدرنشینی را می‌دانستیم,ورزش
خاطره‌هایی از علی پروین دارم که نمی‌شود تعریف کرد!,ورزش
قلیچ: خوشحالم لیگ کثیف امروز تمام می‌شود/ می‌روم دم خانه علی پروین بست می‌نشینم!,ورزش
بازدید وزیر ورزش از پیست آکادمی ملی اسکیت آزادی,ورزش
"روزی که بازیکن ارمنی پرسپولیس ""یا علی"" گفت",ورزش
تاریخ و ساعت بازی خورفکان و اتحاد کلباء در لیگ برتر امارات، هفته بیست‌و‌ششم,ورزش
تاریخ و ساعت بازی گل گهر و ذوب آهن در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی صنعت نفت و تراکتورسازی در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی نساجی و فولاد در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی پیکان و استقلال در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی استقلال خوزستان و هوادار در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی سپاهان و شمس آذر در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی ملوان و آلمینیوم در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی پرسپولیس و مس رفسنجان در لیگ برتر ایران، هفته سی‌ام,ورزش
تاریخ و ساعت بازی شارجه و الوحده در لیگ برتر امارات، هفته بیست‌و‌ششم,ورزش
تاریخ و ساعت بازی دورتموند و رئال مادرید در لیگ قهرمانان اروپا، مرحله فینال,ورزش
تاریخ و ساعت بازی اینترمیامی و سنت لوئیس سیتی در لیگ برتر آمریکا,ورزش
تمامی بلیت‌های بازی آخر پرسپولیس فروخته شد,ورزش
برنامه بازی‌‌‌‌‌‌‌‌‌‌های فوتبال امروز شنبه ۱۲ خرداد ۱۴۰۳,ورزش
اخراج سرمربی و مانه در دستور کار النصر؛ رونالدو می‌ماند,ورزش
اعطای گواهینامه گینس به الهلال به خاطر کسب رکورد طولانی‌ترین برد‌های متوالی,ورزش
نتایج بازی‌های فوتبال جمعه ۱۱ خرداد ۱۴۰۳,ورزش
محمود فکری: ربات می‌خرند تا نکونام را عوض کنند / به زودی در یک برنامه زنده تلویزیونی دست دشمنان استقلال را رو می‌کنم,ورزش
عجیب اما واقعی؛ جریمه سنگین برای هوادارانی که پیراهن فِیک بپوشند,ورزش
مذاکرات پرسپولیس با دو لژیونر فوتبال ایران,ورزش
پیکه به دریافت کمیسیون برای انتقال سوپرکاپ اسپانیا به عربستان متهم شد,ورزش
هجوم پرسپولیسی‌ها؛ همه بلیت‌های بازی آخر فروخته شد,ورزش
پیروزی پر گل رم در روز قضاوت فغانی / پایان خوش سردار در رم با گلزنی مقابل میلان,ورزش
۴۵ هزار ظرفیت تماشاگر برای بازی پرسپولیس و مس / بلیت فروشی دستی در ورزشگاه آزادی نداریم,ورزش
مورینیو سرمربی جدید فنرباغچه ترکیه شد,ورزش
گلزنی سردار به میلان در حضور فغانی,ورزش
محرمی، پرافتخارترین لژیونر ایرانی تاریخ؛ دهمین جام قهرمانی برای گزینه پرسپولیس,ورزش
فهرست ۱۰ دروازه‌بان گران قیمت جهان,ورزش
نکونام: دوم هم بشوم، نتیجه بدی نگرفته‌ام / مگر تیم آرسنال دوم لیگ برتر شد، اتفاق بدی افتاد؟,ورزش
سرمربی پرسپولیس: فردا می‌خواهیم جشن قهرمانی بگیریم و فکر پایان تلخ هم به ذهن‌مان نیامده است / اگر استقلالی‌ها فنی صحبت کنند، جوابشان را می‌دهم,ورزش
پرسپولیس چگونه شانس اول قهرمانی شد؟,ورزش
اسامی داوران هفته پایانی لیگ برتر؛ عرب براقی برای پرسپولیس و اکرمی برای استقلال سوت می‌زنند,ورزش
نبرد غول‌های اروپا در ومبلی؛ رئال در پی هت‌تریک قهرمانی، دورتموند به دنبال دومین جام پس از ۲۶ سال,ورزش
نکونام: در فوتبال ما اتفاقات عجیب و غریبی می‌افتد / خنده‌دار است تیم ما برای قهرمانی می‌جنگد ولی هوادار ندارد / تیم دیگری بود می‌توانست کاری کند اما ما نتوانستیم,ورزش
«احسان حاج‌صفی» در فهرست انتظار آاِک,ورزش
فرانسه ویزا نداد، سفر ملی‌پوشان پاراشنا لغو شد,ورزش
شیر آمریکایی از تیم ملی خداحافظی کرد,ورزش
احتمال ماندن آزمون در سری A وجود دارد,ورزش
خیبر خرم آباد در یک قدمی صعود به لیگ برتر,ورزش
بازگشت کریستین اریکسن بعد از سه سال/ لیست دانمارک با حضور ستاره‌ای که اروپا را ترساند,ورزش
داوران بازی آخر استقلال و پرسپولیس مشخص شدند,ورزش
رومانو انتقال بزرگ فوتبال ایران را تایید کرد,ورزش
اوج تنش در هنگ‌کنگ پیش از دیدار با ایران,ورزش
مدیر هلدینگ خلیج‌فارس نکونام را سورپرایز کرد,ورزش
نتیجه‌ای که دست از سر تیم دوست داشتنی بر نمی‌دارد!/ مسعود شجاعی باز هم ۵ تایی شد!,ورزش
شایعه عجیب در استقلال؛ جلسه برای برکناری نکونام!,ورزش
واکنش عنایتی به بازی با استقلال؛ امیدوارم سربلند بیرون بیاییم,ورزش
عکس| دلبری علیپور برای پرسپولیسی‌ها,ورزش
آغاز پاکسازی در فوتبال ایران؛ داوران فاسد به طور کامل حذف می‌شوند!,ورزش
شایعه عجیب در استقلال؛ جلسه برای برکناری نکونام!,ورزش
عکس| دلنوشته امید عالیشاه برای پرسپولیس با این شعر,ورزش
فردوسی‌پور گفت میثاقی فاسد است؟,ورزش
درخواست کاپیتان استقلالی‌ها از مس,ورزش
دلایل سانچو برای عذرخواهی نکردن از تن‌هاخ,ورزش
موسوی: از این استقلال سردرد گرفتیم,ورزش
رهبری‌فرد: درباره اوسمار احساسی نظر ندهیم,ورزش
اوبامیانگ مارسی را به النصر ترجیح می‌دهد!,ورزش
بازیکنی که ایران را به ادامه لیگ ملت‌ها امیدوار کرد,ورزش
یونایتد-اتلتیکو: مبادله برد-برد ستاره‌های جنجالی!,ورزش
توافق با مربی سابق بارسا: مربی جدید سردار مشخص شد,ورزش
اتهام بزرگ به مسی: کم‌فروشی!,ورزش
نویدکیا راه امتیازگرفتن از پرسپولیس را بلد است,ورزش
واکنش عنایتی به بازی با استقلال؛ امیدوارم سربلند بیرون بیاییم,ورزش
گل‌به‌خودی عجبب بارسایی‌ها در معارفه فلیک!,ورزش
تمام کورس‌هایی که به هفته آخر لیگ کشید؛نفس بریده,ورزش
اف سی بارسلونا، از تیکی‌تاکا تا فلیکی فلاکا!,ورزش
بدشانس‌ترین بازیکن تیم ملی: خداحافظ لیگ ملت‌ها,ورزش
میلاد عبادی‌پور: نفر اول ایران و چهاردهم جهان!,ورزش
آمار عجیب و باورنکردنی پرسپولیس مقابل شمس آذر,ورزش
چرا اوسمار به گلزن تیمش گفت مورچه؟/ ستاره‌ای که هم دعوا می‌کند هم گل‌زنی!,ورزش
افشاگری آقای گل پرسپولیس: از گذشته نمی‌توان فرار کرد/ با استقلال قرارداد بستم اما...,ورزش
انگلیس باهوش باشد می‌تواند قهرمان یورو شود,ورزش
پرسپولیس، استقلال را 67 امتیازی کرد,ورزش
سرنوشت لیگ دست فروزان بود!,ورزش
تصمیم ترسناک ژاپن برای تقابل با تیم ملی ایران!,ورزش
لژیونر پرسپولیسی در راه برگشت,ورزش
پرسپولیس، تنها مدعی که ۶ امتیاز از غول کش لیگ برتر گرفت,ورزش
بازیکنان هوادار پشت شجاعی و دستیارانش درآمدند!,ورزش
مهدی عبدی: پرسپولیس بخواهد برمی‌گردم,ورزش
بیرانوند پرافتخارترین گلر لیگ می‌شود,ورزش
زمانی که استقلالی‌ها استرس واقعی را تجربه کردند,ورزش
دانیال در قزوین بن جانسون بود,ورزش
درخشش مسی هم به داد اینترمیامی نرسید! (عکس),ورزش
دوست ندارم این قهرمانی دستاوردی کوتاه‌مدت باشد,ورزش
ستاره بارسا جدا نمی‌شود: آماده فصلی بزرگ هستم!,ورزش
تاکید به همزمانی پرسپولیس و استقلال تا ثانیه آخر,ورزش
یک جام برای استقلال با گل چشمی!,ورزش
گرت بیل محو درخشش ستاره رئال: کیف می‌کنم!,ورزش
احتمال قطعی شدن صعود خیبر به لیگ برتر/ دوئل بزرگ فجر و چادرملو,ورزش
برنامه بازی‌‌‌‌‌‌‌‌‌‌های فوتبال امروز پنج‌شنبه ۱۰ خرداد ۱۴۰۳,ورزش
نتایج بازی‌های فوتبال چهارشنبه ۹ خرداد ۱۴۰۳,ورزش
۴ هفته تلخ برای شاگردان شجاعی؛ در حسرت گل با ۱۴ گل دریافتی,ورزش
واریز پول از طرف استقلال برای بازیکنان شمس آذر؟,ورزش
بیانیه باشگاه گل‌گهر در واکنش به مصدومیت عجیب سید حسین حسینی: وقت‌کشی استقلالی‌ها درحد فوتبال محلات بود,ورزش
غول پرتغالی مهاجم ایرانی را نمی‌خواهد / قایدی-اسپورتینگ؛ فقط یک شایعه,ورزش
پیشنهاد اغواکننده سعودی‌ها به بکر؛ ستاره لیورپول همبازی رونالدو می‌شود؟,ورزش
تغییر ساعت مسابقات هفته سی‌ام لیگ برتر فوتبال,ورزش
قاتل عجیب فوتبالیست‌ها در مستطیل سبز,ورزش
شاهکار مدافع سابق استقلال!/ درس بزرگ پادووانی؛ خواستن توانستن است,ورزش
یونان به ملی‌پوشان موی‌تای ایران ویزا نداد,ورزش
سردار آزمون به سویا اسپانیا پیوست,ورزش
رکورد بی نظیر لژیونر ایرانی؛ هشت فصل، هشت قهرمانی,ورزش
فلیک رسما سرمربی بارسلونا شد,ورزش
هاشمی: باید پیش از المپیک در غزه آتش بس اعلام شود,ورزش
تغییر زمان دیدارهای هفته آخر لیگ برتر,ورزش
گل اول و سوم پرسپولیس مشکوک بود!,ورزش
قاتل عجیب فوتبالیست‌ها در مستطیل سبز,ورزش
بررسی حالت‌های قهرمانی؛ پرسپولیس و استقلال چند درصد شانس دارند؟,ورزش
گفتگویی شیرین و خواندنی با موفق‌ترین سرمربی دنیا,ورزش
ستاره بارسا: مربی جدید همه چیز را تغییر می‌دهد,ورزش
جدایی سرمربی پرسپولیسی از تیم لیگ یک!,ورزش
ستاره لیورپول در فکر جدایی: باید شماره یک باشم,ورزش
روایت مدیرعامل سپاهان از ابقای مورایس و حل مشکلات در تهران,ورزش
ابراز همدردی دو فدراسیون والیبال با ایران,ورزش
صحبت‌های رجب‌زاده پیش از حساس‌ترین بازی فصل,ورزش
زمان دیدار های هفته سی ام لیگ برتر تغییر کرد,ورزش
شکایت جدید پرسپولیس از یک استقلالی,ورزش
علاقه سویا به جذب سردار آزمون,ورزش
